client_id|age_start_observed|age_end|is_truncated|is_censored|is_dead|date_start_observed|date_end_observed
36944824|0.0|46.58066325327631|False|False|True|1901-01-17|1947-08-18
93896706|0.0|29.473817418441545|False|True|False|1900-01-14|1929-07-06
27431736|0.0|48.66543748947915|False|False|True|1843-02-12|1891-10-13
47848869|0.0|69.99153794810549|False|False|True|1857-02-28|1927-02-26
16790095|37.8600596801439|59.55998051787832|True|True|False|1820-01-01|1841-09-12
82862374|0.0|49.29547105136699|False|False|True|1897-04-04|1946-07-22
69019102|6.465206830837886|30.91740538056672|True|False|True|1820-01-01|1844-06-14
63562875|0.0|19.322633372050817|False|True|False|1865-09-14|1885-01-10
3182779|1.3201896067387722|50.42035230534791|True|False|True|1820-01-01|1869-02-05
29774883|0.0|71.82850333024807|False|False|True|1913-03-05|1985-01-01
29899577|0.0|66.00310814338732|False|False|True|1891-05-31|1957-06-02
1751031|0.0|59.45235029423738|False|True|False|1894-01-18|1953-07-03
58860714|19.82592832315887|63.11961427940649|True|True|False|1820-01-01|1863-04-18
48893241|0.0|5.866643053238133|False|True|False|1860-09-15|1866-07-28
14623690|0.0|13.20716545548071|False|True|False|1823-06-11|1836-08-25
93460096|15.323288170142575|42.52001211065184|True|False|True|1820-01-01|1847-03-13
69190741|0.0|36.8240465223109|False|True|False|1889-08-27|1926-06-25
49872616|4.189647033985253|20.317360547739103|True|True|False|1820-01-01|1836-02-16
22257160|0.0|48.13364509244408|False|True|False|1887-12-27|1936-02-15
35868758|0.0|28.51313449108216|False|False|True|1909-05-02|1937-11-06
84038633|0.0|38.14735656026178|False|True|False|1899-12-18|1938-02-10
39381020|0.0|49.210793999871576|False|True|False|1855-04-04|1904-06-21
12243434|0.0|26.53686688609098|False|True|False|1824-01-29|1850-08-13
17330483|0.0|33.46264025064768|False|False|True|1882-12-15|1916-06-02
71557265|0.0|24.65848594874689|False|True|False|1856-10-27|1881-06-24
16100473|11.013969669267098|62.88451243954288|True|False|True|1820-01-01|1871-11-14
35215437|0.0|47.13117875105434|False|False|True|1903-11-01|1950-12-19
49062092|0.0|26.494269698271843|False|True|False|1836-05-03|1862-10-31
29647346|0.0|4.078142881975504|False|True|False|1870-04-27|1874-05-26
76280427|7.370655359357549|27.44090612135788|True|False|True|1820-01-01|1840-01-26
14350201|42.882155777868334|54.8666531747856|True|False|True|1820-01-01|1831-12-26
21933575|0.0|28.50562325790773|False|True|False|1838-09-01|1867-03-04
48631693|34.47336957831676|84.1874991074272|True|False|True|1820-01-01|1869-09-18
32012203|0.0|95.42237807557828|False|False|True|1849-05-30|1944-11-01
64639707|26.258818231028787|89.99770526812452|True|False|True|1820-01-01|1883-09-27
90771375|0.0|39.27279969679618|False|True|False|1902-09-28|1942-01-05
59490006|0.0|18.063420229385464|False|True|False|1836-03-23|1854-04-16
87740317|34.12741474426293|60.426048967773504|True|True|False|1820-01-01|1846-04-19
22138247|0.0|79.22136623106726|False|False|True|1862-01-14|1941-04-06
39271900|0.0|76.86781593506346|False|False|True|1917-05-15|1994-03-28
21576690|3.669196141345779|55.00967122736085|True|False|True|1820-01-01|1871-05-05
52262150|0.0|30.843593220633345|False|True|False|1833-08-03|1864-06-07
11573312|0.0|18.45820284578126|False|True|False|1893-03-11|1911-08-27
38053934|14.111644804770457|45.69639064859699|True|True|False|1820-01-01|1851-08-02
44150307|0.0|72.62081626817415|False|False|True|1870-09-26|1943-05-12
42416850|0.0|76.35956129963857|False|False|True|1901-04-11|1977-08-21
35209276|22.56303864313825|25.611950779433972|True|True|False|1820-01-01|1823-01-18
4468166|0.2596260736343936|47.60217025721748|True|False|True|1820-01-01|1867-05-05
63062824|0.0|9.17693578472193|False|False|True|1846-12-19|1856-02-22
43246551|0.0|98.54387143244678|False|False|True|1863-01-04|1961-07-22
37934280|0.0|82.3922427039014|False|False|True|1896-08-18|1979-01-10
8948348|0.0|9.752497819340038|False|True|False|1820-07-11|1830-04-12
29197974|0.0|44.348144793746464|False|True|False|1826-01-07|1870-05-14
68277344|0.0|2.6931335978471336|False|True|False|1825-10-25|1828-07-05
84438810|12.37991475378616|29.98003630934377|True|True|False|1820-01-01|1837-08-07
82562426|7.614830925180726|66.22721326469603|True|False|True|1820-01-01|1878-08-12
31978326|0.0|20.7123626587105|False|False|True|1835-02-22|1855-11-09
11007715|0.0|40.807533661506895|False|False|True|1860-04-18|1901-02-08
91239749|0.0|62.14405538383575|False|True|False|1881-06-30|1943-08-23
3074646|0.0|67.93134912073381|False|True|False|1826-04-14|1894-03-20
17208410|11.113624816322954|40.08867474150932|True|False|True|1820-01-01|1848-12-22
40950073|0.0|37.02260890193983|False|True|False|1823-09-18|1860-09-26
2119649|0.0|65.7258347377104|False|True|False|1851-11-25|1917-08-17
45975356|0.0|88.62446732342121|False|False|True|1827-04-07|1915-11-22
42528621|0.0|64.82844710554897|False|False|True|1823-06-17|1888-04-15
71886509|0.0|87.54321272457156|False|False|True|1881-10-10|1969-04-27
73446813|0.0|51.10285968923074|False|True|False|1835-06-21|1886-07-28
74201906|0.0|36.77678174069591|False|False|True|1884-09-06|1921-06-17
74229743|0.0|18.152144576456912|False|True|False|1873-11-05|1891-12-31
33335422|0.0|39.03388781416936|False|True|False|1821-07-27|1860-08-08
25945953|0.0|81.21530177946943|False|False|True|1830-11-16|1912-02-04
68634219|0.0|3.73752096040792|False|True|False|1884-05-11|1888-02-06
725055|0.0|1.179650673562065|False|True|False|1875-04-08|1876-06-12
95755583|0.0|47.05472779111575|False|True|False|1902-12-23|1950-01-12
93480698|0.0|41.120005880768645|False|True|False|1885-01-14|1926-02-28
34514194|0.0|14.079573267844395|False|True|False|1888-11-25|1902-12-26
21448939|0.0|13.370651739115088|False|True|False|1856-12-04|1870-04-19
1732483|0.0|24.112476363216395|False|False|True|1896-12-16|1921-01-27
45926560|0.0|89.60505800768419|False|False|True|1840-11-08|1930-06-18
85591685|0.0|32.28222616610802|False|False|True|1912-07-30|1944-11-11
81651097|0.0|4.316238718655697|False|True|False|1910-10-10|1915-02-02
732070|0.0|19.95121702638437|False|True|False|1825-04-18|1845-03-31
92981234|0.0|7.336099920109044|False|True|False|1861-05-22|1868-09-21
24079499|0.0|76.85553649557018|False|True|False|1841-06-05|1918-04-14
58822369|8.42053675674557|16.22498039786085|True|True|False|1820-01-01|1827-10-21
68374497|0.0|96.36053715495387|False|False|True|1906-08-02|2002-12-12
84878152|0.0|64.57970053484236|False|True|False|1896-10-06|1961-05-07
18654087|0.0|30.549485952517013|False|True|False|1862-08-21|1893-03-10
38097370|17.579667217953634|18.36296918180184|True|True|False|1820-01-01|1820-10-13
94280853|0.0|2.767453062354146|False|True|False|1877-11-23|1880-08-30
41291923|0.0|24.21236497345048|False|True|False|1904-01-22|1928-04-09
34124231|0.0|44.41503435986082|False|True|False|1836-10-22|1881-03-22
84528903|0.0|65.70632274787451|False|True|False|1905-09-14|1971-05-31
43014674|22.70451380082777|45.1872006666074|True|False|True|1820-01-01|1842-06-25
10964835|0.0|47.49516354949049|False|False|True|1891-05-15|1938-11-12
48465830|0.0|29.078769253371544|False|False|True|1894-01-20|1923-02-19
24909282|0.0|27.986017207936616|False|True|False|1825-12-02|1853-11-27
18619359|0.0|51.37464388092644|False|True|False|1828-12-17|1880-05-03
57474234|0.0|53.60232407069344|False|False|True|1872-03-10|1925-10-17
47072949|0.0|16.668117476039416|False|False|True|1829-09-12|1846-05-14
62211203|0.0|20.723507608302555|False|True|False|1912-05-26|1933-02-14
17707406|0.0|35.77697230321944|False|False|True|1885-08-04|1921-05-15
28036316|0.0|96.89920047649515|False|False|True|1865-10-14|1962-09-08
48986030|0.0|76.76075156510204|False|False|True|1904-04-04|1981-01-06
91456067|13.190762221702975|55.413759442706414|True|True|False|1820-01-01|1862-03-22
49034685|0.0|63.15649831003805|False|False|True|1898-02-16|1961-04-15
36680661|2.3254506945701507|25.79734568096782|True|True|False|1820-01-01|1843-06-22
85099951|0.0|1.5062815879471887|False|True|False|1888-08-04|1890-02-05
45981016|0.0|48.56266831775203|False|True|False|1904-06-23|1953-01-15
29405919|0.0|63.44381281075552|False|False|True|1821-10-17|1885-03-28
49407002|35.11345451878139|91.52786692738864|True|False|True|1820-01-01|1876-05-31
13656239|0.0|81.83971857823406|False|False|True|1870-12-10|1952-10-13
69385815|0.0|56.87343875861909|False|True|False|1869-03-27|1926-02-10
12633626|0.0|12.503507027771557|False|True|False|1901-10-20|1914-04-22
80797469|0.0|81.02766216190301|False|False|True|1844-09-29|1925-10-10
95375564|0.0|6.408548291442295|False|True|False|1853-03-30|1859-08-27
53821490|0.0|64.34747969713348|False|True|False|1848-07-15|1912-11-20
97998982|0.0|58.84237100467857|False|True|False|1841-09-24|1900-07-29
71429841|0.0|60.36328777983582|False|True|False|1888-11-04|1949-03-18
51297391|20.774743150221443|88.2035343781317|True|False|True|1820-01-01|1887-06-06
38967267|0.0|1.7505227572646689|False|True|False|1871-03-28|1872-12-26
37234642|0.0|0.5242341676635689|False|True|False|1897-06-20|1897-12-29
47951295|33.12866776448174|71.39789220383324|True|False|True|1820-01-01|1858-04-08
74114069|0.0|33.73848699425563|False|True|False|1820-08-21|1854-05-18
4893652|12.458085045750934|17.459522028502327|True|False|True|1820-01-01|1824-12-31
16311942|0.0|14.177320104107372|False|True|False|1916-06-24|1930-08-28
22766708|0.0|7.187827419952749|False|True|False|1848-06-13|1855-08-21
6767909|32.79925574216603|76.37346817916506|True|False|True|1820-01-01|1863-07-29
92581463|0.0|1.5442120439160745|False|True|False|1865-06-16|1867-01-01
11061492|0.0|6.692909544362182|False|False|True|1840-04-02|1846-12-11
6915818|47.43741479183013|88.66459401207834|True|False|True|1820-01-01|1861-03-24
51012899|0.0|59.07607746253492|False|True|False|1907-02-01|1966-03-01
29189921|14.149019336767084|14.713120188816069|True|False|True|1820-01-01|1820-07-25
25023035|0.0|1.6828552318898695|False|True|False|1903-01-13|1904-09-19
97072469|0.0|45.564292617141376|False|True|False|1900-04-30|1945-11-23
7785040|0.0|38.19728052757423|False|True|False|1859-01-08|1897-03-21
45893511|7.651915992643261|40.40928723025726|True|True|False|1820-01-01|1852-10-03
91202273|0.0|72.39261743650611|False|False|True|1917-03-11|1989-08-01
35332007|0.0|50.83791091069881|False|False|True|1913-11-12|1964-09-13
46200509|0.0|98.45551712187762|False|False|True|1917-12-30|2016-06-13
32031385|0.0|68.62491430288426|False|False|True|1854-12-01|1923-07-18
239554|45.16714333298764|73.24813952162494|True|False|True|1820-01-01|1848-01-30
20994845|0.0|47.15593600647698|False|True|False|1884-07-26|1931-09-23
37426211|0.0|41.29843110521846|False|False|True|1846-08-03|1887-11-21
18108697|36.87861849314475|81.16821864151818|True|False|True|1820-01-01|1864-04-15
13513458|0.0|17.01555391901143|False|True|False|1869-04-30|1886-05-06
25352597|0.0|13.836258884319356|False|True|False|1837-07-29|1851-05-31
2807731|0.0|58.81905779164685|False|False|True|1857-08-16|1916-06-11
23130566|0.0|65.40988141398758|False|False|True|1852-10-04|1918-03-04
88225110|0.0|93.4988993608037|False|False|True|1903-09-25|1997-03-25
47477430|33.51190820707701|45.7585822474938|True|False|True|1820-01-01|1832-03-31
31460638|8.94216735581869|65.13072944211453|True|False|True|1820-01-01|1876-03-09
18711940|0.0|18.79153143452732|False|True|False|1828-02-02|1846-11-17
35384547|0.0|43.96322621547006|False|True|False|1829-03-07|1873-02-22
905492|0.0|2.025432021744145|False|True|False|1852-11-28|1854-12-08
63026484|0.0|11.513285932584084|False|True|False|1903-06-01|1914-12-05
98352639|0.0|16.606130527081273|False|True|False|1848-10-23|1865-06-01
95289805|0.0|15.114190567817742|False|True|False|1889-07-29|1904-09-09
60046524|0.0|82.86166509107221|False|False|True|1839-12-11|1922-10-22
43683044|0.0|0.4502034450805451|False|True|False|1861-02-27|1861-08-10
58195332|0.0|35.70353721823577|False|False|True|1823-02-17|1858-11-01
83061355|0.0|34.81548790655058|False|False|True|1877-01-25|1911-11-21
80751225|0.0|46.16643713186844|False|True|False|1862-10-09|1908-12-09
20461897|0.0|80.2748432821791|False|True|False|1902-11-13|1983-02-21
49205890|0.0|49.290306214252695|False|True|False|1863-02-17|1912-06-04
71556336|29.482330569148115|46.89770157520757|True|True|False|1820-01-01|1837-05-31
70354694|0.0|13.569742492652315|False|True|False|1872-07-19|1886-02-13
45905093|35.874009491748104|73.73244010511763|True|False|True|1820-01-01|1857-11-09
3075290|0.0|78.58466671527393|False|True|False|1911-08-20|1990-03-21
72884022|0.0|95.24027994394592|False|False|True|1902-07-30|1997-10-26
56786987|0.0|6.7596878786367975|False|True|False|1855-07-04|1862-04-07
52268010|0.0|2.104007225657261|False|True|False|1849-03-10|1851-04-18
36804502|33.07014232865974|37.900279574419486|True|True|False|1820-01-01|1824-10-30
11495783|0.0|9.145426577695746|False|True|False|1822-12-10|1832-02-01
49002707|39.54860506624557|54.20975990605947|True|False|True|1820-01-01|1834-08-29
52690100|0.0|16.634511371226754|False|False|True|1891-12-20|1908-08-09
41265066|0.0|56.20497008925513|False|True|False|1848-11-24|1905-02-08
79841451|2.5387445721363164|12.671786550936824|True|True|False|1820-01-01|1830-02-18
62980980|0.0|74.7247035890054|False|True|False|1857-08-22|1932-05-14
99109007|40.93804105364204|50.81409873338837|True|False|True|1820-01-01|1829-11-16
96343315|21.745747633625605|41.78556065510915|True|False|True|1820-01-01|1840-01-15
72841043|0.0|14.391651842634609|False|True|False|1848-10-25|1863-03-17
88143394|0.0|6.304637112312148|False|True|False|1829-05-10|1835-08-30
87366150|44.85410534678089|45.60501837038978|True|True|False|1820-01-01|1820-10-01
78790009|17.868987606254407|48.73387286080535|True|False|True|1820-01-01|1850-11-12
43122578|0.0|19.058764489237067|False|False|True|1830-01-22|1849-02-12
49510055|0.0|16.261513766125724|False|True|False|1842-10-19|1859-01-23
9262575|0.0|70.58914319330289|False|False|True|1832-09-27|1903-05-02
97819495|0.0|74.92059690706084|False|False|True|1872-05-09|1947-04-12
68000518|0.0|56.33984667775615|False|False|True|1838-10-07|1895-02-08
49171671|0.0|6.229581958661289|False|True|False|1821-11-16|1828-02-08
60623602|0.0|25.883125219705583|False|True|False|1907-04-06|1933-02-22
60019193|0.0|64.25889566085269|False|False|True|1826-06-20|1890-09-22
31745163|0.0|64.45038876410159|False|False|True|1896-02-14|1960-07-28
47439906|0.0|38.99056666268661|False|True|False|1820-04-05|1859-04-02
89311935|0.0|8.02979589400508|False|True|False|1827-08-22|1835-09-01
71654685|0.0|8.07925456375347|False|True|False|1823-07-17|1831-08-15
9755740|33.63970879443406|83.89605976037186|True|True|False|1820-01-01|1870-04-04
25320530|31.998048545835477|43.69462648807136|True|True|False|1820-01-01|1831-09-12
72426171|0.0|12.606721436977155|False|True|False|1859-02-18|1871-09-27
392748|20.458068761428127|62.8215627720895|True|False|True|1820-01-01|1862-05-13
64788283|0.0|21.434464644527328|False|True|False|1836-07-13|1857-12-19
18674726|0.0|38.98342575656506|False|True|False|1836-11-29|1875-11-24
93268652|12.638905849979366|17.944126120557307|True|True|False|1820-01-01|1825-04-21
1218313|0.0|27.890056846660524|False|True|False|1857-02-20|1885-01-11
12053943|0.0|24.17872673537441|False|True|False|1912-07-25|1936-09-28
55325998|0.0|73.12265010752066|False|True|False|1834-05-01|1907-06-16
78880366|0.0|33.19886063702353|False|True|False|1844-01-22|1877-04-04
6534951|0.0|85.30924055287574|False|False|True|1827-08-11|1912-12-02
83836196|0.0|14.970266229608216|False|True|False|1894-01-29|1909-01-19
39771913|0.0|65.61961657349963|False|False|True|1839-03-04|1904-10-17
52963191|0.0|98.70343091062364|False|False|True|1829-11-18|1928-08-02
76871069|23.216623055521385|53.39135253390867|True|False|True|1820-01-01|1850-03-05
31786304|0.0|2.243604070170913|False|True|False|1878-12-13|1881-03-11
91130374|0.0|27.2046305280722|False|True|False|1870-01-20|1897-04-05
71837103|0.0|97.456189753885|False|False|True|1833-05-24|1930-11-08
74580756|0.0|31.41894783233817|False|True|False|1869-08-31|1901-02-01
67571671|0.0|37.2684243708174|False|False|True|1857-04-16|1894-07-23
70482213|0.0|65.58413478538375|False|False|True|1827-11-27|1893-06-27
53591168|46.09885628083111|51.35634330996278|True|True|False|1820-01-01|1825-04-04
5461413|0.0|49.76123976263551|False|True|False|1910-10-29|1960-08-03
50901069|0.0|3.3553142828362987|False|True|False|1844-03-03|1847-07-11
66091528|0.0|61.97603474431981|False|True|False|1897-02-09|1959-02-02
50078265|49.47444286788187|87.14571421861511|True|False|True|1820-01-01|1857-09-02
7403862|0.0|40.85777975214927|False|True|False|1831-07-05|1872-05-13
77805560|35.586563526606774|84.07377145828897|True|True|False|1820-01-01|1868-06-26
63404148|8.988238489341597|29.69892470143829|True|True|False|1820-01-01|1840-09-16
14324473|0.0|15.49210835573296|False|False|True|1826-11-02|1842-05-01
92165403|0.0|10.784568912171457|False|True|False|1912-03-13|1922-12-25
47026781|0.0|4.049826788728054|False|True|False|1891-04-21|1895-05-09
84496535|0.0|41.65619133457596|False|True|False|1903-02-15|1944-10-12
6181744|0.0|10.276318752956646|False|True|False|1862-03-04|1872-06-13
59853274|0.0|72.73412151831572|False|False|True|1911-01-03|1983-09-28
94943574|0.0|77.49162437901511|False|False|True|1887-03-04|1964-08-31
1453107|0.0|2.684790926426885|False|True|False|1828-06-28|1831-03-06
11692436|0.0|20.11367327045997|False|True|False|1824-10-29|1844-12-10
78667266|0.0|12.069346712163782|False|True|False|1863-04-05|1875-05-01
45428999|0.0|16.393066157602416|False|True|False|1869-04-25|1885-09-16
4034511|29.479444972154543|45.95437535535543|True|True|False|1820-01-01|1836-06-22
27195585|0.0|8.173089971036429|False|True|False|1823-04-27|1831-06-29
40940628|0.0|71.10818845595445|False|False|True|1894-02-12|1965-03-24
